Code,Name,Market,Marcap_억원,Stocks
086060,진바이오텍,KOSDAQ,334,8610587
027040,서울전자통신,KOSDAQ,334,69588847
900310,컬러레이,KOSDAQ,333,64041675
288980,모아데이타,KOSDAQ,333,36381379
038880,아이에이,KOSDAQ,333,37572117
353590,오토앤,KOSDAQ,332,12875570
013810,스페코,KOSDAQ,332,14655470
088790,진도,KOSPI,332,12447744
121890,에스디시스템,KOSDAQ,328,13291446
495810,유비씨,KONEX,328,2500000
398120,에스지헬스케어,KOSDAQ,328,11818511
900070,글로벌에스엠,KOSDAQ,328,53743968
464580,닷밀,KOSDAQ,327,18406089
318000,KBG,KOSDAQ,327,8740223
023790,동일스틸럭스,KOSDAQ,326,26139617
038950,파인디지털,KOSDAQ,326,10210765
317240,TS트릴리온,KOSDAQ,325,29176711
33626L,두산퓨얼셀2우B,KOSPI,325,2986300
317120,라닉스,KOSDAQ,324,15260000
013720,THE CUBE&,KOSDAQ,324,60828143
354200,엔젠바이오,KOSDAQ,324,26809750
162120,루켄테크놀러지스,KONEX,324,11156602
045510,정원엔시스,KOSDAQ,323,32209292
057680,티사이언티픽,KOSDAQ,323,14249700
462980,아이지넷,KOSDAQ,323,18234437
096690,에이루트,KOSDAQ,323,24137053
187220,디티앤씨,KOSDAQ,323,11524933
227420,도부,KONEX,323,38044510
035200,프럼파스트,KOSDAQ,323,9730590
115160,휴맥스,KOSDAQ,322,4312142
009810,플레이그램,KOSPI,320,15188750
051380,피씨디렉트,KOSDAQ,319,15340072
090370,메타랩스,KOSPI,319,24904689
354390,바스칸바이오제약,KONEX,319,7018247
131220,대한과학,KOSDAQ,318,7454490
000040,KR모터스,KOSPI,318,86375184
065370,위세아이텍,KOSDAQ,317,7383954
056730,CNT85,KOSDAQ,316,14822237
367000,플래티어,KOSDAQ,313,8388207
148780,비큐AI,KOSDAQ,312,31445725
258830,세종메디칼,KOSDAQ,312,75786351
405920,나라셀라,KOSDAQ,312,12878076
001070,대한방직,KOSPI,311,5300000
079170,한창산업,KOSDAQ,310,5200000
118000,메타케어,KOSPI,309,17177736
252500,세화피앤씨,KOSDAQ,308,41486390
290560,파라택시스이더리움,KOSDAQ,308,22362730
002690,동일제강,KOSPI,308,20300360
455180,케이지에이,KOSDAQ,308,13958316
065770,CS,KOSDAQ,307,19411130
303530,이노뎁,KOSDAQ,307,7339299
017000,신원종합개발,KOSDAQ,307,11668027
024070,WISCOM,KOSPI,303,15326438
018680,서울제약,KOSDAQ,303,11659319
033050,제이엠아이,KOSDAQ,303,32579342
237750,피앤씨테크,KOSDAQ,302,6496600
001810,무림SP,KOSDAQ,302,22137500
246250,에스엘에스바이오,KOSDAQ,302,15348206
031510,오스템,KOSDAQ,302,28000000
227610,아우딘퓨쳐스,KOSDAQ,302,38047246
008470,부스타,KOSDAQ,300,8404800
003680,한성기업,KOSPI,300,6209515
376980,원티드랩,KOSDAQ,299,9766394
014130,한익스프레스,KOSPI,298,12000000
333050,이노테나,KOSDAQ,298,4922665
274400,이노시뮬레이션,KOSDAQ,298,9086493
462310,뉴키즈온,KOSDAQ,298,8185121
048470,대동스틸,KOSDAQ,297,9650000
038620,위즈코프,KOSDAQ,297,15145893
090150,아이윈,KOSDAQ,296,41875293
142760,모아라이프플러스,KOSDAQ,295,42166980
006570,대림통상,KOSPI,295,15225000
069640,한세엠케이,KOSPI,295,22403251
383930,디티앤씨알오,KOSDAQ,293,12784128
006200,한국전자홀딩스,KOSPI,293,9360627
016100,리더스코스메틱,KOSDAQ,293,19100894
091340,S&K폴리텍,KOSDAQ,293,11703721
438700,버넥트,KOSDAQ,293,11144890
138070,신진에스엠,KOSDAQ,292,17503204
298060,풍전약품,KOSDAQ,292,8840635
291230,엔피,KOSDAQ,291,44095775
032750,삼진,KOSDAQ,290,9031122
337840,유엑스엔,KONEX,289,4747536
146060,율촌,KOSDAQ,289,24015595
276730,한울앤제주,KOSDAQ,288,2214984
023150,MH에탄올,KOSPI,288,7378526
403360,라피치,KONEX,287,3585817
239340,이스트에이드,KOSDAQ,286,26979634
068100,케이웨더,KOSDAQ,286,11927536
431190,케이쓰리아이,KOSDAQ,286,7486442
148930,에이치와이티씨,KOSDAQ,285,10175213
091970,나노캠텍,KOSDAQ,285,37673903
005360,모나미,KOSPI,285,18897307
058450,한주에이알티,KOSDAQ,284,5013372
377220,프롬바이오,KOSDAQ,284,28310000
318010,팜스빌,KOSDAQ,283,7929338
052300,오션인더블유,KOSDAQ,283,16244128
053290,NE능률,KOSDAQ,283,16526307
002820,SUN&L,KOSPI,282,12607989
019660,글로본,KOSDAQ,280,13944333
032680,소프트센,KOSDAQ,279,104279408
233990,질경이,KONEX,279,16128534
131090,시큐브,KOSDAQ,278,7658221
038530,케이바이오랩스,KOSDAQ,278,23142869
024940,PN풍년,KOSDAQ,278,10000000
210120,캔버스엔,KOSDAQ,277,24237478
032080,아즈텍WB,KOSDAQ,276,21491029
030720,동원수산,KOSPI,275,4653805
311060,엘에이티,KONEX,274,7872134
102950,아하,KONEX,274,13121903
270210,에스알바이오텍,KONEX,273,1710158
446070,유니드비티플러스,KOSPI,273,10611215
015260,에이엔피,KOSPI,273,47116894
101000,KS인더스트리,KOSDAQ,273,39641948
043220,티에스넥스젠,KOSDAQ,272,15922416
464680,KB제27호스팩,KOSDAQ,272,12905000
434190,탈로스,KONEX,272,7369434
208710,포톤,KOSDAQ,272,13180132
226340,본느,KOSDAQ,271,41952420
010400,우진아이엔에스,KOSPI,271,7622000
900300,오가닉티코스메틱,KOSDAQ,271,251004876
267790,배럴,KOSDAQ,270,7689309
224060,더코디,KOSDAQ,269,5160722
304840,피플바이오,KOSDAQ,269,24320660
335870,윙스풋,KOSDAQ,268,16750473
080470,성창오토텍,KOSDAQ,268,7300000
377030,비트맥스,KOSDAQ,266,10694360
115480,씨유메디칼,KOSDAQ,266,12124911
067730,로지시스,KOSDAQ,266,9673922
069140,누리플랜,KOSDAQ,266,15095804
115530,씨엔플러스,KOSDAQ,265,78843818
193250,링크드,KOSDAQ,265,66844667
005110,한창,KOSPI,265,21106407
270520,앱튼,KOSDAQ,264,19658914
397810,애드포러스,KOSDAQ,263,5160770
002355,넥센타이어1우B,KOSPI,263,6500000
900110,딥커머스,KOSDAQ,263,36874745
143210,핸즈코퍼레이션,KOSPI,262,21875747
008775,호텔신라우,KOSPI,262,751879
009460,한창제지,KOSPI,262,11933497
093380,풍강,KOSDAQ,261,9879313
285800,진영,KOSDAQ,260,17477270
206950,볼빅,KONEX,260,14077265
236810,엔비티,KOSDAQ,258,16975426
131180,딜리,KOSDAQ,258,5870000
007770,한일화학,KOSDAQ,258,3510000
044780,에이치케이,KOSDAQ,257,18505787
060380,동양에스텍,KOSDAQ,257,19700000
322970,무진메디,KONEX,257,10085689
418620,E8,KOSDAQ,257,19850477
039310,세중,KOSDAQ,256,18121667
331520,밸로프,KOSDAQ,256,10172878
059180,엔더블유시,KONEX,256,5314090
004270,남성,KOSPI,255,3621216
301300,바이브컴퍼니,KOSDAQ,255,13154712
362990,드림인사이트,KOSDAQ,255,16800574
123840,뉴온,KOSDAQ,254,6365430
115610,이미지스,KOSDAQ,254,11818769
054090,삼진엘앤디,KOSDAQ,254,24959232
003495,대한항공우,KOSPI,254,1110794
357430,마스턴프리미어리츠,KOSPI,254,30505307
054220,비츠로시스,KOSDAQ,254,12590616
033250,체시스,KOSPI,253,6400000
036480,대성미생물,KOSDAQ,253,3800000
179720,머니무브,KONEX,253,2750018
043360,디지아이,KOSDAQ,253,9000000
049120,파인디앤씨,KOSDAQ,253,10601663
034940,조아제약,KOSDAQ,251,30979827
088290,이원컴포텍,KOSDAQ,251,39880364
208350,지란지교시큐리티,KOSDAQ,251,8101570
016920,카스,KOSDAQ,250,26493538
103230,에스앤더블류,KOSDAQ,249,7200000
123750,알톤,KOSDAQ,248,13819259
060230,제이케이시냅스,KOSDAQ,248,55861895
037400,우리엔터프라이즈,KOSDAQ,246,26223346
377330,이지트로닉스,KOSDAQ,246,8139954
139670,키네마스터,KOSDAQ,246,14118810
465770,STX그린로지스,KOSPI,245,7171032
053060,세동,KOSDAQ,244,17657419
042040,케이피엠테크,KOSDAQ,244,24709362
372800,아이티아이즈,KOSDAQ,243,7037189
405000,플라즈맵,KOSDAQ,243,3838444
225590,패션플랫폼,KOSDAQ,243,25606882
054940,엑사이엔씨,KOSDAQ,243,33173548
021040,대호특수강,KOSDAQ,242,21704774
352940,인바이오,KOSDAQ,241,10867730
177350,베셀,KOSDAQ,241,19653767
415380,스튜디오삼익,KOSDAQ,240,11442975
207490,에이펙스인텍,KONEX,238,3600000
101680,한국정밀기계,KOSDAQ,237,8404000
432980,엠에프씨,KOSDAQ,237,8591742
208640,썸에이지,KOSDAQ,237,139240254
017250,인터엠,KOSDAQ,237,21045467
027580,상보,KOSDAQ,236,11836255
197140,디지캡,KOSDAQ,236,13013154
188040,바이오포트,KOSDAQ,236,4679308
020400,대동금속,KOSDAQ,235,6378332
076340,지에이이노더스,KONEX,234,4871460
109670,씨싸이트,KOSDAQ,234,5836602
009310,참엔지니어링,KOSPI,233,4377014
457600,벡트,KOSDAQ,233,13707500
196700,웹스,KOSDAQ,232,14364144
078860,아이오케이이엔엠,KOSDAQ,232,5936225
222980,한국맥널티,KOSDAQ,231,11031483
065150,대산F&B,KOSDAQ,231,159382405
216400,인바이츠바이오코아,KONEX,231,7711315
023770,플레이위드,KOSDAQ,230,8946495
079650,서산,KOSDAQ,229,20000000
083640,인콘,KOSDAQ,228,15544070
085810,알티캐스트,KOSDAQ,228,13109206
067010,이씨에스,KOSDAQ,228,10888500
900270,헝셩그룹,KOSDAQ,227,24404704
403810,아이엘로보틱스,KONEX,227,9937346
336040,타스컴,KONEX,226,5789929
083470,이엠앤아이,KOSDAQ,226,21340329
018700,졸스,KOSDAQ,225,11706586
070590,인티큐브,KOSDAQ,225,13879521
137940,넥스트아이,KOSDAQ,225,85368992
238200,비피도,KOSDAQ,223,8180000
368600,아이씨에이치,KOSDAQ,223,25538346
289010,아이스크림에듀,KOSDAQ,221,13945256
115570,스타플렉스,KOSDAQ,221,7984508
900100,파이온엑스,KOSDAQ,220,52760502
130740,티피씨글로벌,KOSDAQ,220,11276679
389680,유디엠텍,KOSDAQ,219,8318493
154030,아시아종묘,KOSDAQ,219,12061867
101400,엔시트론,KOSDAQ,218,11741788
011090,에넥스,KOSPI,217,11998328
044380,주연테크,KOSPI,217,12896316
002070,비비안,KOSPI,217,2404344
373110,엑셀세라퓨틱스,KOSDAQ,216,17294394
275630,에스에스알,KOSDAQ,216,5253808
278990,EMB,KONEX,216,8064777
353190,휴럼,KOSDAQ,216,7875684
043590,웰킵스하이텍,KOSDAQ,216,27136762
080720,한국유니온제약,KOSDAQ,216,7912828
018620,우진비앤지,KOSDAQ,216,28889293
00499K,롯데지주우,KOSPI,215,805603
050760,에스폴리텍,KOSDAQ,215,16334678
247660,나노씨엠에스,KOSDAQ,215,4343920
303030,지니틱스,KOSDAQ,215,9157476
001685,대상우,KOSPI,214,1370223
417180,핑거스토리,KOSDAQ,214,3509724
348030,모비릭스,KOSDAQ,214,9603800
005257,녹십자홀딩스2우,KOSPI,214,845990
230980,비유테크놀러지,KOSDAQ,214,93320557
001420,태원물산,KOSPI,213,7600000
113810,디젠스,KOSDAQ,213,32628051
279600,미디어젠,KOSDAQ,212,4684781
312610,에이에프더블류,KOSDAQ,211,20256888
191600,블루탑,KONEX,211,2858928
025890,한국주강,KOSPI,211,11144616
035620,바른손이앤에이,KOSDAQ,210,18609918
191410,육일씨엔에쓰,KOSDAQ,210,11204255
065690,파커스,KOSDAQ,210,14049331
098660,에스티오,KOSDAQ,208,12500976
365900,브이씨,KOSDAQ,208,7310300
084440,유비온,KOSDAQ,208,19132421
092600,앤씨앤,KOSDAQ,207,5016703
476710,타조이엔터테인먼트,KONEX,206,1000000
328380,솔트웨어,KOSDAQ,206,6852555
322780,코퍼스코리아,KOSDAQ,206,44874154
076080,웰크론한텍,KOSDAQ,205,22594156
012170,아센디오,KOSPI,205,19393296
032280,삼일,KOSDAQ,205,16213590
215480,토박스코리아,KOSDAQ,205,8950000
331660,한국미라클피플사,KONEX,204,5500000
060900,에이전트AI,KOSDAQ,203,3991073
419540,비스토스,KOSDAQ,202,22992511
015020,이스타코,KOSPI,199,42851600
054410,케이피티유,KOSDAQ,198,5726444
169670,코스텍시스템,KONEX,198,2868401
071950,코아스,KOSPI,198,12459195
084180,수성웹툰,KOSDAQ,194,18074283
192390,윈하이텍,KOSDAQ,193,11032229
317860,노드메이슨,KONEX,192,4513215
032800,판타지오,KOSDAQ,192,9191411
214610,롤링스톤,KOSDAQ,192,8383322
240600,유진테크놀로지,KOSDAQ,192,6928151
009730,이렘,KOSDAQ,191,71779526
001770,SHD,KOSPI,190,1214878
048830,엔피케이,KOSDAQ,189,18723923
014100,메디앙스,KOSDAQ,189,11800000
45226K,한화갤러리아우,KOSPI,189,2904470
031860,디에이치엑스컴퍼니,KOSDAQ,187,27005423
222670,플럼라인생명과학,KONEX,187,4032932
002680,한탑,KOSDAQ,186,32316799
060480,국일신동,KOSDAQ,186,11090000
083660,CSA 코스믹,KOSDAQ,186,62829459
019685,대교우B,KOSPI,186,19426990
154040,다산솔루에타,KOSDAQ,185,17950094
079190,케스피온,KOSDAQ,184,19177757
134060,이퓨쳐,KOSDAQ,184,4769250
032980,바이온,KOSDAQ,184,30388995
291810,핀텔,KOSDAQ,182,11368712
035290,골드앤에스,KOSDAQ,181,23838240
308100,형지글로벌,KOSDAQ,180,24023008
254160,제이엠멀티,KONEX,180,5160000
065420,에스아이리소스,KOSDAQ,178,71577299
096870,엘디티,KOSDAQ,178,8347999
086220,광동헬스바이오,KONEX,178,12687865
067770,세진티에스,KOSDAQ,177,8396593
028080,휴맥스홀딩스,KOSDAQ,176,2287941
008600,윌비스,KOSPI,176,6723603
368970,오에스피,KOSDAQ,176,9135666
009440,KC그린홀딩스,KOSPI,176,23239141
344860,이노진,KOSDAQ,175,12030000
199730,바이오인프라,KOSDAQ,174,4864367
108675,LX하우시스우,KOSPI,173,1032330
110020,전진바이오팜,KOSDAQ,173,9058762
361670,삼영에스앤씨,KOSDAQ,170,5667658
225430,케이엠제약,KOSDAQ,169,5577410
045520,크린앤사이언스,KOSDAQ,169,6500000
482680,미래에셋비전스팩7호,KOSDAQ,169,8215000
052960,태양3C,KONEX,168,4887078
241820,피씨엘,KOSDAQ,168,2782098
477380,미래에셋비전스팩4호,KOSDAQ,166,8100000
060260,뉴보텍,KOSDAQ,163,13342356
051780,큐로홀딩스,KOSDAQ,163,5464536
005725,넥센우,KOSPI,161,3600600
204210,JK리버스톤리츠,KOSPI,159,7826815
106520,노블엠앤비,KOSDAQ,159,38695952
208850,이비테크,KONEX,158,2820250
0072Z0,KB제33호스팩,KOSDAQ,158,7885000
069330,유아이디,KOSDAQ,158,14191091
18064K,한진칼우,KOSPI,156,536766
000087,하이트진로2우B,KOSPI,156,1130138
0101C0,하나36호스팩,KOSDAQ,155,7740000
0130H0,엔에이치스팩33호,KOSDAQ,154,7700000
469880,하나30호스팩,KOSDAQ,153,7305000
477340,에이치엠씨제7호스팩,KOSDAQ,153,7510000
030350,드래곤플라이,KOSDAQ,152,15592079
0044K0,삼성스팩10호,KOSDAQ,151,7520000
025870,신라에스지,KOSDAQ,151,4000000
176590,코나솔,KONEX,150,5836383
233250,메디안디노스틱,KONEX,150,1746534
351020,미쥬,KONEX,149,2075000
341170,퓨쳐메디신,KONEX,149,10533205
00806K,대덕1우,KOSPI,149,1212357
250930,예선테크,KOSDAQ,148,33000440
001795,대한제당우,KOSPI,148,6482760
217880,틸론,KONEX,148,10727290
227100,프로브잇,KOSDAQ,148,24134182
0115H0,삼성스팩13호,KOSDAQ,147,7350000
012205,계양전기우,KOSPI,146,1169079
900120,씨엑스아이,KOSDAQ,146,37348303
0070X0,에스테크엠,KONEX,146,1510000
473050,유안타제15호스팩,KOSDAQ,145,7010000
217320,썬테크,KONEX,145,1050000
478440,미래에셋비전스팩6호,KOSDAQ,143,6930000
008290,원풍물산,KOSDAQ,143,20346839
379390,이성씨엔아이,KONEX,142,2841460
479880,한국제15호스팩,KOSDAQ,142,6870000
00781K,코리아써키트2우B,KOSPI,141,783699
121850,코이즈,KOSDAQ,140,5056999
0099W0,미래에셋비전스팩11호,KOSDAQ,140,7000000
140910,에이리츠,KOSPI,140,4463032
188260,세니젠,KOSDAQ,138,7228470
050090,비케이홀딩스,KOSDAQ,138,19784735
009620,삼보산업,KOSDAQ,137,17473048
001515,SK증권우,KOSPI,136,1956257
352770,셀레스트라,KOSDAQ,136,2592407
012340,뉴인텍,KOSDAQ,136,11300312
069920,엑시온그룹,KOSDAQ,136,9296521
244460,올리패스,KOSDAQ,134,8125511
489480,키움제11호스팩,KOSDAQ,134,6600000
026910,광진실업,KOSDAQ,134,6405405
079950,인베니아,KOSDAQ,134,13799100
481890,엔에이치스팩31호,KOSDAQ,133,6345000
0096B0,삼성스팩12호,KOSDAQ,132,6580000
477760,DB금융스팩12호,KOSDAQ,130,5840000
0097F0,미래에셋비전스팩10호,KOSDAQ,130,6500000
489730,디비금융제13호스팩,KOSDAQ,129,6332000
478390,KB제29호스팩,KOSDAQ,128,6220000
0093G0,미래에셋비전스팩8호,KOSDAQ,128,6400000
0099X0,IBKS제25호스팩,KOSDAQ,128,5980000
302920,더콘텐츠온,KONEX,127,4552359
492220,KB제31호스팩,KOSDAQ,127,6210000
471050,대신밸런스제17호스팩,KOSDAQ,127,6060000
0037T0,KB제32호스팩,KOSDAQ,127,6330000
054180,메디콕스,KOSDAQ,127,5527981
065060,지엔코,KOSDAQ,126,4760160
0054V0,엔에이치스팩32호,KOSDAQ,126,6216500
073190,듀오백,KOSDAQ,126,11968040
0131D0,키움히어로제2호스팩,KOSDAQ,125,6310000
0091W0,신영스팩11호,KOSDAQ,125,6068000
0088D0,메리츠제1호스팩,KOSDAQ,125,5795000
149010,아이케이세미콘,KONEX,125,3120000
008500,일정실업,KOSPI,125,6000000
482520,교보16호스팩,KOSDAQ,124,6100000
001755,한양증권우,KOSPI,124,525000
065570,삼영이엔씨,KOSDAQ,123,16093838
456190,큐라켐,KONEX,123,1754286
004255,NPC우,KOSPI,121,5280000
0041L0,하나35호스팩,KOSDAQ,121,6030000
482690,대신밸런스제19호스팩,KOSDAQ,120,5615000
38380K,LX홀딩스1우,KOSPI,120,1465285
004105,태양금속우,KOSPI,120,3300000
0132G0,교보20호스팩,KOSDAQ,120,5970000
33637L,솔루스첨단소재2우B,KOSPI,118,3778296
145995,삼양사우,KOSPI,118,370070
011080,형지I&C,KOSDAQ,118,4296262
084695,대상홀딩스우,KOSPI,118,913482
224760,엔에스컴퍼니,KONEX,116,3939700
469900,하나31호스팩,KOSDAQ,116,5605000
0071M0,삼성스팩11호,KOSDAQ,115,5760000
060240,스타코링크,KOSDAQ,115,5821060
487360,신한제14호스팩,KOSDAQ,114,5640000
253610,루트락,KONEX,114,10258071
477470,미래에셋비전스팩5호,KOSDAQ,113,5480000
474490,유안타제16호스팩,KOSDAQ,113,5510000
474660,신한제12호스팩,KOSDAQ,113,5520000
0105P0,유진스팩12호,KOSDAQ,113,5660000
496070,신한제16호스팩,KOSDAQ,112,5620000
0129K0,신한제18호스팩,KOSDAQ,112,5620000
289170,바이오텐,KONEX,111,3576689
236340,메디젠휴먼케어,KONEX,111,3014647
0096D0,미래에셋비전스팩9호,KOSDAQ,110,5500000
0098T0,교보19호스팩,KOSDAQ,110,5400000
486630,KB제30호스팩,KOSDAQ,109,5310000
001067,JW중외제약2우B,KOSPI,109,209973
489210,교보17호스팩,KOSDAQ,107,5180000
0004Y0,디비금융제14호스팩,KOSDAQ,107,5315000
493790,유안타제17호스팩,KOSDAQ,107,5310000
0130D0,신한제17호스팩,KOSDAQ,106,5340000
043100,알파AI,KOSDAQ,105,20110080
472220,신영스팩10호,KOSDAQ,104,4690000
478110,이베스트스팩6호,KOSDAQ,102,5020000
466690,키움히어로제1호스팩,KOSDAQ,102,5095000
498390,한화플러스제5호스팩,KOSDAQ,101,4960000
0041B0,교보18호스팩,KOSDAQ,101,5040000
003075,코오롱글로벌우,KOSPI,101,740737
244880,나눔테크,KONEX,100,5020000
469480,IBKS제24호스팩,KOSDAQ,100,4230000
238500,솔루믹스,KONEX,99,20807304
178600,대동고려삼,KONEX,98,4449600
488060,유진스팩11호,KOSDAQ,96,4720000
106080,케이이엠텍,KOSDAQ,95,5761817
145210,다이나믹디자인,KOSPI,95,42236668
185190,수프로,KONEX,92,9238625
000225,유유제약1우,KOSPI,92,2266930
484130,하나34호스팩,KOSDAQ,92,4520000
03481K,해성산업1우,KOSDAQ,91,1377453
464440,한국제13호스팩,KOSDAQ,91,4320000
473950,에스케이증권제13호스팩,KOSDAQ,90,4420000
114920,대주이엔티,KONEX,89,3469500
465320,교보15호스팩,KOSDAQ,89,3810000
467930,IBKS제23호스팩,KOSDAQ,89,4230000
487830,신한제15호스팩,KOSDAQ,89,4350000
468760,유진스팩10호,KOSDAQ,88,4240000
103660,씨앗,KONEX,87,6017471
0068Y0,비엔케이제3호스팩,KOSDAQ,86,4310000
472230,에스케이증권제11호스팩,KOSDAQ,86,4155000
189350,코셋,KONEX,86,4800000
487720,키움제10호스팩,KOSDAQ,85,4230000
004835,덕성우,KOSPI,84,1392000
001065,JW중외제약우,KOSPI,84,341951
0041J0,엘에스스팩1호,KOSDAQ,83,4110000
004985,성신양회우,KOSPI,78,735645
475250,하나33호스팩,KOSDAQ,77,3700000
199150,데이터스트림즈,KONEX,77,4268613
079970,투비소프트,KOSDAQ,76,12829234
474930,신한제13호스팩,KOSDAQ,75,3620000
212310,오건에코텍,KONEX,75,11834115
224810,엄지하우스,KONEX,71,4200000
276040,스코넥,KOSDAQ,71,21630335
000325,노루홀딩스우,KOSPI,69,243559
26490K,크라운제과우,KOSPI,69,773560
251280,안지오랩,KONEX,69,3491870
199290,바이오프로테크,KONEX,69,16325192
473000,에스케이증권제12호스팩,KOSDAQ,68,3310000
066830,제노텍,KONEX,68,5667180
475240,하나32호스팩,KOSDAQ,67,3200000
101390,아이엠,KOSDAQ,67,16914354
215570,크로넥스,KONEX,66,6232444
202960,판도라티비,KONEX,66,11915582
332190,오션스바이오,KONEX,65,1477839
234070,에이원큐브텍,KONEX,65,6960703
318660,타임기술,KONEX,64,2152101
447690,아이오바이오,KONEX,63,2630256
236030,씨알푸드,KONEX,61,2033332
092590,럭스피아,KONEX,60,7291098
267080,세븐브로이맥주,KONEX,58,11871408
090355,노루페인트우,KOSPI,56,463126
044180,KD,KOSDAQ,55,26717799
116100,태양기계,KONEX,54,7439986
313760,캐리,KOSDAQ,52,11207186
276240,엘리비젼,KONEX,50,12313138
266350,팡스카이,KONEX,50,12629570
000145,하이트진로홀딩스우,KOSPI,50,470810
258050,테크트랜스,KONEX,50,11145949
000545,흥국화재우,KOSPI,50,768000
327610,펨토바이오메드,KONEX,50,8536086
311960,인터로이드,KONEX,49,3062664
346010,타이드,KONEX,49,4860062
009415,태영건설우,KOSPI,48,649974
043090,더테크놀로지,KOSDAQ,47,4139425
223220,로지스몬,KONEX,46,5702919
052770,아이톡시,KOSDAQ,45,14568774
36328K,티와이홀딩스우,KOSPI,44,1174949
299480,지앤이헬스케어,KONEX,43,11100743
005745,크라운해태홀딩스우,KOSPI,43,600726
014825,동원시스템즈우,KOSPI,43,264111
136660,큐엠씨,KONEX,42,2360950
217910,에스제이켐,KONEX,42,13990522
002995,금호건설우,KOSPI,42,292266
014285,금강공업우,KOSPI,41,589875
007575,일양약품우,KOSPI,41,445080
005965,동부건설우,KOSPI,40,225732
008355,남선알미우,KOSPI,40,307890
014915,성문전자우,KOSPI,39,600000
093510,엔지브이아이,KONEX,38,6020000
121060,유니포인트,KONEX,36,5193783
208890,미래엔에듀파트너,KONEX,36,4005520
004545,깨끗한나라우,KOSPI,36,366160
000227,유유제약2우B,KOSPI,35,325560
390110,애니메디솔루션,KONEX,32,9157047
140660,위월드,KONEX,30,2487252
002785,진흥기업우B,KOSPI,29,857218
001525,동양우,KOSPI,28,617731
413300,티엘엔지니어링,KONEX,28,1351515
266470,바이오인프라생명과학,KONEX,28,27866019
245450,씨앤에스링크,KONEX,27,1579960
004415,서울식품우,KOSPI,27,2224500
011155,CJ씨푸드1우,KOSPI,26,200000
402420,켈스,KONEX,24,2348763
448780,마이크로엔엑스,KONEX,24,2677680
001527,동양2우B,KOSPI,23,308569
002787,진흥기업2우B,KOSPI,22,294808
032685,소프트센우,KOSDAQ,22,356813
021045,대호특수강우,KOSDAQ,22,848492
296520,가이아코퍼레이션,KONEX,19,4667008
266170,레드우즈,KONEX,14,1301040
279060,이노벡스,KONEX,11,9807866
